,complex_dna_dna_vioA_protein_RNAP_biocrnpyler_784901,enzyme_VioA_biocrnpyler_784901,dna_dna_vioA_biocrnpyler_784901,transcript_vioA_biocrnpyler_784901,complex_protein_Ribo_transcript_vioA_biocrnpyler_784901,protein_RNAase_biocrnpyler_784901,complex_protein_RNAase_transcript_vioA_biocrnpyler_784901,protein_Ribo_biocrnpyler_784901,protein_RNAP_biocrnpyler_784901,enzyme_VioB_biocrnpyler_784901,complex_protein_Ribo_transcript_vioB_biocrnpyler_784901,transcript_vioB_biocrnpyler_784901,dna_dna_vioB_biocrnpyler_784901,complex_protein_RNAase_transcript_vioB_biocrnpyler_784901,complex_dna_dna_vioB_protein_RNAP_biocrnpyler_784901,complex_dna_dna_vioE_protein_RNAP_biocrnpyler_784901,enzyme_VioE_biocrnpyler_784901,complex_protein_RNAase_transcript_vioE_biocrnpyler_784901,complex_protein_Ribo_transcript_vioE_biocrnpyler_784901,dna_dna_vioE_biocrnpyler_784901,transcript_vioE_biocrnpyler_784901,dna_dna_vioD_biocrnpyler_784901,complex_protein_Ribo_transcript_vioD_biocrnpyler_784901,complex_protein_RNAase_transcript_vioD_biocrnpyler_784901,enzyme_VioD_biocrnpyler_784901,transcript_vioD_biocrnpyler_784901,complex_dna_dna_vioD_protein_RNAP_biocrnpyler_784901,TRP_biocrnpyler_784901,IPA_imine_biocrnpyler_784901,complex_TRP_enzyme_VioA_biocrnpyler_784901,IPA_imine_dimer_biocrnpyler_784901,complex_2x_IPA_imine_enzyme_VioB_biocrnpyler_784901,PTDVA_2_combined,complex_IPA_imine_dimer_enzyme_VioE_biocrnpyler_784901,PTVA_2_combined,complex_PTDVA_enzyme_VioD_biocrnpyler_784901,complex_dna_dna_vioC_protein_RNAP_biocrnpyler_361335,protein_RNAase_biocrnpyler_361335,dna_dna_vioC_biocrnpyler_361335,complex_protein_RNAase_transcript_vioC_biocrnpyler_361335,enzyme_VioC_biocrnpyler_361335,protein_Ribo_biocrnpyler_361335,complex_protein_Ribo_transcript_vioC_biocrnpyler_361335,transcript_vioC_biocrnpyler_361335,protein_RNAP_biocrnpyler_361335,V_biocrnpyler_361335,complex_PTVA_enzyme_VioC_biocrnpyler_361335,DV_biocrnpyler_361335,complex_PTDVA_enzyme_VioC_biocrnpyler_361335,PTVA_external_environment_model_1_combined_1_combined,PTDVA_external_environment_model_1_combined_1_combined,time
0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,24.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.7479688010424873,2.060770438648501e-05,9.25203119895752,3.758817427207295e-05,0.00600289674293183,5.9939803454893,0.0015049136276756158,23.975988413028244,0.00812479583004864,3.023330351879792e-05,0.00600289674293183,3.758817427207295e-05,9.25203119895752,0.0015049136276756164,0.7479688010424873,0.7479688010424873,3.023331212475281e-05,0.001504913627675616,0.006002896742931831,9.25203119895752,3.7588174272072955e-05,9.25203119895752,0.006002896742931831,0.0015049136276756156,3.0233312151601252e-05,3.758817427207295e-05,0.7479688010424873,9.999861237446867,0.00012913426532276963,9.625607765116664e-06,1.3313013190824142e-09,8.632803750897751e-12,3.3351160383414587e-18,2.684889459451434e-14,1.4221655321174451e-22,1.3529859584366277e-22,2.9577891355639188,5.994075738971893,7.042210864436102,0.00592426102810037,0.00011848649809556339,23.97636877192997,0.023631228070011993,0.00014818980579262657,0.04221086443608442,9.077243614799592e-26,1.3994805459885754e-26,4.901461766028074e-17,4.956993143656319e-22,1.4220302450395154e-17,6.503548580889524e-14,0.20202020202020202
2,0.7479688010424873,8.202218064618073e-05,9.25203119895752,6.28751514633591e-05,0.012020947974286095,5.987934563405234,0.003016359148692256,23.95191620810283,0.008124795830048655,0.00012126330387017273,0.012020947974286097,6.287515146335893e-05,9.25203119895752,0.0030163591486922566,0.7479688010424873,0.7479688010424873,0.00012126358228397763,0.003016359148692256,0.012020947974286097,9.25203119895752,6.287515146335902e-05,9.25203119895752,0.012020947974286097,0.0030163591486922566,0.00012126359031496711,6.287515146335894e-05,0.7479688010424873,9.998897915900779,0.0010626697541895392,3.92414096687869e-05,8.613749197230469e-08,2.8644479522030033e-10,1.1602362588681646e-15,8.030994852253485e-12,1.5608424465536403e-22,1.0262987769411533e-19,2.9577891355565136,5.98809884528916,7.042210864443507,0.011901154710833379,0.0004773805757499228,23.95257079888361,0.04742920111637029,0.0002481805014822308,0.04221086444348943,7.893030632011305e-25,6.336114851928502e-26,5.043857355123298e-17,4.038965980295548e-19,1.4582163238859172e-17,3.571609550319179e-11,0.40404040404040403
3,0.7479688010424873,0.0001842428634384474,9.25203119895752,8.821185358793369e-05,0.018038432489695996,5.981887934849839,0.004528016287540895,23.92784627004119,0.00812479583004864,0.0002730767474748972,0.018038432489696,8.821185358793368e-05,9.25203119895752,0.004528016287540894,0.7479688010424873,0.7479688010424873,0.00027307871956395796,0.004528016287540896,0.018038432489695992,9.25203119895752,8.821185358793368e-05,9.25203119895752,0.018038432489695992,0.004528016287540898,0.00027307893901324287,8.821185358793364e-05,0.7479688010424873,9.99629031819911,0.003618854234988657,8.883607557480359e-05,9.918607068881396e-07,2.1915383533487782e-09,3.667878493116426e-14,2.1944928608703637e-10,1.3450612652070774e-21,7.82452808614713e-18,2.9577891355646,5.982121103044978,7.042210864435419,0.017878896955015374,0.0010766450036341821,23.928775076304724,0.07122492369525796,0.0003483655271992787,0.0422108644354028,7.129339106147187e-24,1.108166663862074e-24,2.147275553184036e-16,3.084771737896102e-17,5.626297972612015e-17,1.4734372486902976e-09,0.6060606060606061
4,0.7479688010424873,0.0003273025390249545,9.25203119895752,0.00011359843115932942,0.024055606574370544,5.975841485601076,0.006039628599731538,23.903777573702488,0.008124795830048636,0.0004856660536835377,0.024055606574370544,0.00011359843115932936,9.25203119895752,0.006039628599731539,0.7479688010424873,0.7479688010424873,0.00048567306680706736,0.006039628599731539,0.024055606574370544,9.25203119895752,0.00011359843115932936,9.25203119895752,0.02405560657437054,0.006039628599731542,0.000485675332173803,0.00011359843115932933,0.7479688010424873,9.99121981099604,0.00861056981931306,0.0001583727931490181,5.591363400651955e-06,9.27849043159136e-09,4.2941268396189813e-13,2.265366862388383e-09,2.911789950087945e-20,1.6967470465775595e-16,2.9577891355656685,5.976143535658847,7.042210864434351,0.02385646434114762,0.0019162638275298965,23.9049805813915,0.09501941860848051,0.0004487454648335878,0.042210864434334416,2.669153432200513e-22,4.4311203661278605e-23,4.786173503895815e-15,6.694496172169328e-16,1.2150823664641743e-15,2.0288061314543275e-08,0.8080808080808081
5,0.7479688010424873,0.0005112677402202272,9.25203119895752,0.00013903503161070881,0.030072503503278645,5.969795349294611,0.007551162676347853,23.87970998598686,0.008124795830048492,0.00075902146368525,0.03007250350327865,0.00013903503161070857,9.25203119895752,0.007551162676347852,0.7479688010424873,0.7479688010424873,0.0007590361236920515,0.007551162676347852,0.030072503503278638,9.25203119895752,0.00013903503161070909,9.25203119895752,0.03007250350327865,0.007551162676347855,0.0007590498549407683,0.0001390350316107072,0.7479688010424873,9.98286992785704,0.016839296320581114,0.0002477821147223607,2.1301380543178974e-05,2.839125732322907e-08,2.906576588651025e-12,1.3731250388785229e-08,3.4192152302655553e-19,1.819831302928566e-15,2.9577891356321335,5.970166276462335,7.042210864367885,0.029833723537660832,0.002996225528088219,23.881187181328876,0.11881281867110578,0.000549320883885509,0.042210864367869,6.015791957055773e-21,8.342299466156276e-22,6.311743541262651e-14,7.18338452587036e-15,1.5994211296295745e-14,1.5334778814238044e-07,1.0101010101010102
6,0.7479688010424873,0.0007362486554906551,9.25203119895752,0.00016452180248473295,0.036089127536997063,5.96374954349739,0.0090626141256528,23.85564348985199,0.008124795830048276,0.001093129093985274,0.036089127536997063,0.00016452180248473247,9.25203119895752,0.009062614125652802,0.7479688010424873,0.7479688010424873,0.0010931403856625408,0.0090626141256528,0.03608912753699705,9.25203119895752,0.00016452180248473374,9.25203119895752,0.03608912753699706,0.0090626141256528,0.001093199735951923,0.000164521802484729,0.7479688010424873,9.970427944167188,0.02908666899503233,0.0003569510804740388,6.329135466961604e-05,7.064197943966957e-08,1.390009322676238e-11,5.935030201503573e-08,2.610747735828663e-18,1.2771015993268306e-14,2.957789135709023,5.964189342980589,7.042210864290995,0.03581065701940687,0.004316519158804218,23.857394859096964,0.14260514090301585,0.0006500923541888929,0.04221086429097923,8.013518480169158e-20,9.290388299170722e-21,5.265265947896184e-13,5.042604085236176e-14,1.3336706937967987e-13,7.965170836596501e-07,1.2121212121212122
7,0.7479688010424865,0.0010024082637506424,9.25203119895752,0.00019005889194028067,0.042105479184410904,5.957704070770548,0.010573982307363316,23.831578083262333,0.008124795830050806,0.0014879702975735165,0.042105479184410904,0.00019005889194028455,9.25203119895752,0.010573982307363313,0.7479688010424865,0.7479688010424865,0.0014879187967782868,0.010573982307363313,0.0421054791844109,9.25203119895752,0.00019005889194027644,9.25203119895752,0.042105479184410884,0.010573982307363308,0.0014881222214210383,0.00019005889194030493,0.7479688010424865,9.953086927450988,0.046103657918343845,0.00048571395773666366,0.00015829538005915816,1.5192391385144245e-07,5.23376401037463e-11,2.0342470884066507e-07,1.4673283998893184e-17,6.62686160325481e-14,2.9577891346149756,5.958212737765815,7.0422108653850435,0.04178726223418075,0.005877133843475873,23.83360361264957,0.16639638735041284,0.00075106044790309,0.042210865385027295,7.191362202646558e-19,7.210881450776528e-20,3.1775193512481392e-12,2.617163091068268e-13,8.046548236503488e-13,3.1995511420624008e-06,1.4141414141414141
8,0.747968801042487,0.0013099841734455506,9.252031198957521,0.00021564644835069408,0.048121558351784624,5.9516589312653325,0.01208526718366736,23.80751376659284,0.008124795830049145,0.0019435186525345084,0.048121558351784624,0.00021564644835069446,9.252031198957521,0.01208526718366736,0.747968801042487,0.747968801042487,0.001943225023595531,0.012085267183667356,0.04812155835178462,9.252031198957521,0.00021564644835069286,9.252031198957521,0.04812155835178461,0.012085267183667358,0.0019438145593939984,0.00021564644835069866,0.747968801042487,9.93004821012629,0.06859784306211776,0.0006338303862240252,0.00034854797992066045,2.9590713441151575e-07,1.651986289600837e-10,5.895360737084035e-07,6.579781197160055e-17,2.755781045487594e-13,2.957789135460495,5.952236460965542,7.042210864539524,0.04776353903445351,0.007678058713368267,23.809813442346076,0.19018655765390244,0.000852225738067102,0.04221086453950798,4.847340222029288e-18,4.268490259232728e-19,1.5103575903082254e-11,1.0885261687024723e-12,3.8240505714539e-12,1.0624604062185802e-05,1.6161616161616161
9,0.7479688010424873,0.0016592784957700077,9.25203119895752,0.00024128462111258135,0.05413736492891406,5.945614125071183,0.013596468732204839,23.783450540284324,0.008124795830048262,0.002459742969846312,0.05413736492891406,0.00024128462111258037,9.25203119895752,0.01359646873220484,0.7479688010424873,0.7479688010424873,0.0024587782343158497,0.013596468732204835,0.05413736492891404,9.25203119895752,0.00024128462111258213,9.25203119895752,0.05413736492891405,0.013596468732204839,0.00246027399670263,0.00024128462111257598,0.7479688010424873,9.900524324401983,0.09721869017553966,0.000800995501897511,0.0006954899293784292,5.310278197786591e-07,4.5435074394847167e-10,1.4957633511915612e-06,2.4731361959632785e-16,9.648899651050378e-13,2.957789135799548,5.9462605126654235,7.042210864200471,0.05373948733457286,0.009719282895060261,23.786024348611175,0.21397565138880495,0.0009535888015409729,0.04221086420045477,2.6099930847457338e-17,2.0453736718083498e-18,5.957897888001081e-11,3.811768092449806e-12,1.5082637244367866e-11,3.0477705939140958e-05,1.8181818181818181
