,protein_RNAase_biocrnpyler_996898,complex_protein_RNAase_rna_vioA_biocrnpyler_996898,rna_vioA_biocrnpyler_996898,dna_dna_vioA_biocrnpyler_996898,ribosome_Ribo_biocrnpyler_996898,protein_RNAP_biocrnpyler_996898,protein_VioA_biocrnpyler_996898,complex_dna_dna_vioA_protein_RNAP_biocrnpyler_996898,complex_ribosome_Ribo_rna_vioA_biocrnpyler_996898,rna_vioB_biocrnpyler_996898,complex_ribosome_Ribo_rna_vioB_biocrnpyler_996898,dna_dna_vioB_biocrnpyler_996898,complex_dna_dna_vioB_protein_RNAP_biocrnpyler_996898,complex_protein_RNAase_rna_vioB_biocrnpyler_996898,protein_VioB_biocrnpyler_996898,complex_protein_RNAase_rna_vioE_biocrnpyler_996898,rna_vioE_biocrnpyler_996898,dna_dna_vioE_biocrnpyler_996898,complex_ribosome_Ribo_rna_vioE_biocrnpyler_996898,protein_VioE_biocrnpyler_996898,complex_dna_dna_vioE_protein_RNAP_biocrnpyler_996898,dna_dna_vioD_biocrnpyler_996898,complex_protein_RNAase_rna_vioD_biocrnpyler_996898,complex_ribosome_Ribo_rna_vioD_biocrnpyler_996898,rna_vioD_biocrnpyler_996898,complex_dna_dna_vioD_protein_RNAP_biocrnpyler_996898,protein_VioD_biocrnpyler_996898,TRP_biocrnpyler_996898,IPA_imine_biocrnpyler_996898,IPA_imine_dimer_biocrnpyler_996898,PTDVA_2_combined,PTVA_2_combined,protein_Ribo_biocrnpyler_996898,protein_RNAase_biocrnpyler_357611,rna_vioC_biocrnpyler_357611,ribosome_Ribo_biocrnpyler_357611,protein_VioC_biocrnpyler_357611,protein_RNAP_biocrnpyler_357611,dna_dna_vioC_biocrnpyler_357611,complex_ribosome_Ribo_rna_vioC_biocrnpyler_357611,complex_dna_dna_vioC_protein_RNAP_biocrnpyler_357611,complex_protein_RNAase_rna_vioC_biocrnpyler_357611,V_biocrnpyler_357611,DV_biocrnpyler_357611,protein_Ribo_biocrnpyler_357611,PTVA_external_environment_model_1_combined_1_combined,PTDVA_external_environment_model_1_combined_1_combined,time
0,6.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
1,5.9855645694653195,0.00360885763366914,0.00012174229821045783,9.252031198956892,0.0,0.008124795827635978,0.0,0.7479688010430915,0.0,0.0001217422982104578,0.0,9.252031198956892,0.7479688010430915,0.0036088576336691406,0.0,0.0036088576336691406,0.00012174229821045781,9.252031198956892,0.0,0.0,0.7479688010430915,9.252031198956892,0.0036088576336691406,0.0,0.00012174229821045777,0.7479688010430915,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.985860857581162,0.00047919557747208835,0.0,0.0,0.04221086443473085,7.042210864434746,0.0,2.9577891355652675,0.014139142418838405,0.0,0.0,24.0,0.0,0.0,0.10001666944490749
2,5.970852459291222,0.007286885177193754,0.000183637311877647,9.252031198949979,0.0,0.008124795799986992,0.0,0.7479688010500035,0.0,0.00018363731187764708,0.0,9.252031198949979,0.7479688010500035,0.007286885177193751,0.0,0.007286885177193751,0.00018363731187764706,9.252031198949979,0.0,0.0,0.7479688010500035,9.252031198949979,0.007286885177193751,0.0,0.00018363731187764706,0.7479688010500035,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.971316310601542,0.0007239180858668746,0.0,0.0,0.042210864420882115,7.0422108644208965,0.0,2.957789135579117,0.028683689398458605,0.0,0.0,24.0,0.0,0.0,0.20003333888981498
3,5.9561429976269995,0.010964250593249243,0.0002458266284538843,9.252031198957441,0.0,0.008124795829837056,0.0,0.747968801042541,0.0,0.00024582662845388446,0.0,9.252031198957441,0.747968801042541,0.010964250593249238,0.0,0.01096425059324924,0.0002458266284538843,9.252031198957441,0.0,0.0,0.747968801042541,9.252031198957441,0.01096425059324924,0.0,0.0002458266284538844,0.747968801042541,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.9567743681504215,0.000969790581008422,0.0,0.0,0.04221086443488553,7.0422108644348995,0.0,2.9577891355651134,0.04322563184957908,0.0,0.0,24.0,0.0,0.0,0.30005000833472245
4,5.941436191071549,0.01464095223211183,0.0003083119457529955,9.252031198957516,0.0,0.008124795830131468,0.0,0.7479688010424674,0.0,0.00030831194575299596,0.0,9.252031198957516,0.7479688010424674,0.014640952232111825,0.0,0.01464095223211183,0.00030831194575299536,9.252031198957516,0.0,0.0,0.7479688010424674,9.252031198957516,0.014640952232111829,0.0,0.0003083119457529959,0.7479688010424674,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.942235036597435,0.0012168196216896304,0.0,0.0,0.042210864435601354,7.042210864435615,0.0,2.9577891355643975,0.057764963402565934,0.0,0.0,24.0,0.0,0.0,0.40006667777962995
5,5.926732053242213,0.018316986689445803,0.000371096773628895,9.252031198957496,0.0,0.008124795830054229,0.0,0.7479688010424868,0.0,0.0003710967736288959,0.0,9.252031198957496,0.7479688010424868,0.0183169866894458,0.0,0.018316986689445803,0.0003710967736288949,9.252031198957496,0.0,0.0,0.7479688010424868,9.252031198957496,0.0183169866894458,0.0,0.00037109677362889577,0.7479688010424868,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.927698329079185,0.0014650187595418127,0.0,0.0,0.04221086443542302,7.042210864435437,0.0,2.957789135564576,0.07230167092081581,0.0,0.0,24.0,0.0,0.0,0.5000833472245374
6,5.9120305894050045,0.02199235264874742,0.00043418243984676803,9.252031198957527,0.0,0.008124795830177271,0.0,0.7479688010424561,0.0,0.0004341824398468091,0.0,9.252031198957527,0.7479688010424561,0.02199235264874738,0.0,0.021992352648747424,0.0004341824398467675,9.252031198957527,0.0,0.0,0.7479688010424561,9.252031198957527,0.021992352648747382,0.0,0.00043418243984680863,0.7479688010424561,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.913164250677141,0.0017143931202978225,0.0,0.0,0.04221086443572624,7.04221086443574,0.0,2.9577891355642723,0.08683574932285919,0.0,0.0,24.0,0.0,0.0,0.6001000166694449
7,5.8973318110502,0.025667047237447397,0.0004975718966194765,9.252031198957555,0.0,0.008124795830288101,0.0,0.7479688010424284,0.0,0.00049757189661961,0.0,9.252031198957555,0.7479688010424284,0.02566704723744726,0.0,0.0256670472374474,0.000497571896619475,9.252031198957555,0.0,0.0,0.7479688010424284,9.252031198957555,0.025667047237447265,0.0,0.0004975718966196083,0.7479688010424284,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.898632812477095,0.00196495410299654,0.0,0.0,0.04221086443597608,7.04221086443599,0.0,2.9577891355640227,0.10136718752290663,0.0,0.0,24.0,0.0,0.0,0.7001166861143524
8,5.882635717329381,0.029341070667651792,0.0005612650068060456,9.252031198957539,0.0,0.008124795830228366,0.0,0.7479688010424432,0.0,0.0005612650068061186,0.0,9.252031198957539,0.7479688010424432,0.02934107066765172,0.0,0.029341070667651795,0.0005612650068060449,9.252031198957539,0.0,0.0,0.7479688010424432,9.252031198957539,0.029341070667651722,0.0,0.0005612650068061178,0.7479688010424432,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.884104013644717,0.0022167011681097516,0.0,0.0,0.04221086443583155,7.0422108644358445,0.0,2.957789135564167,0.11589598635528349,0.0,0.0,24.0,0.0,0.0,0.8001333555592599
9,5.867942316462201,0.03301442088444764,0.0006252639021232789,9.25203119895748,0.0,0.00812479582999052,0.0,0.7479688010425027,0.0,0.0006252639021231635,0.0,9.25203119895748,0.7479688010425027,0.033014420884447754,0.0,0.033014420884447636,0.0006252639021232802,9.25203119895748,0.0,0.0,0.7479688010425027,9.25203119895748,0.033014420884447754,0.0,0.000625263902123165,0.7479688010425027,0.0,10.0,0.0,0.0,0.0,0.0,24.0,5.869577862106999,0.0024696425446595425,0.0,0.0,0.042210864435275386,7.0422108644352885,0.0,2.9577891355647234,0.13042213789300297,0.0,0.0,24.0,0.0,0.0,0.9001500250041674
